,lemma,main form,text,ent,count_terms,chi2
1163,luc ferry,luc ferry,Luc Ferry,,6,120.02210850479281
1164,eric schmidt,eric schmidt,Eric Schmidt,,6,42.36074417816217
1165,responsable innovation,responsable innovation,responsable innovation,,6,42.36074417816217
1166,beal jour,beaux jours,beaux jours,,6,42.36074417816217
1167,vaste étude,vaste étude,vaste étude,,6,42.36074417816217
1168,nouveau offre,nouvelles offres,nouvelles offres,,6,42.36074417816217
1169,antoine bordes,antoine bordes,Antoine Bordes,,6,49.42086820785587
1170,mètre carré,mètre carré,mètres carrés | mètre carré,,6,42.36074417816217
1171,hôpital européen,hôpital européen,Hôpital européen | hôpitaux européens | hôpital européen,,6,42.36074417816217
1172,logiciel algorithmique,logicielles algorithmiques,logiciels algorithmiques | logicielles algorithmiques,,6,42.36074417816217
1173,hôpital français,hôpitaux français,hôpitaux français,,6,49.42086820785587
1174,médecine prédictif,médecine prédictive,médecine prédictive,,6,42.36074417816217
1175,allianz france,allianz france,Allianz France,,6,56.480992237549565
1176,vie courant,vie courante,vie courante,,6,42.36074417816217
1177,long durée,longue durée,longue durée | longues durées,,6,42.36074417816217
1178,meilleur expérience,meilleur expérience,meilleure expérience | meilleur expérience,,6,56.480992237549565
1179,homo deus,homo deus,Homo deus | Homo Deus,,6,42.36074417816217
1180,entreprise international,entreprises internationales,entreprises internationales,,6,42.36074417816217
1181,donnée exploitable,données exploitables,données exploitables,,6,42.36074417816217
1182,espace publicitaire,espace publicitaire,espaces publicitaires | espace publicitaire,,6,43.285648257125715
1183,donnée physiologique,données physiologiques,données physiologiques,,6,49.42086820785587
1184,business intelligence,business intelligence,Business Intelligence | business intelligence,,6,42.36074417816217
1185,transition numérique,transition numérique,transition numérique,,6,42.36074417816217
1186,palo alto,palo alto,Palo Alto,,6,49.42086820785587
1187,processus cognitif,processus cognitifs,processus cognitifs,,6,42.36074417816217
1188,rand hindi,rand hindi,Rand Hindi,,6,77.66136432663065
1189,prescription médical,prescription médicale,prescription médicale | prescriptions médicales,,6,42.36074417816217
1190,petit nombre,petit nombre,petit nombre,,6,42.36074417816217
1191,fin commercial,fins commerciales,fins commerciales,,6,42.36074417816217
1192,e siècle,e siècle,e siècle,,6,42.36074417816217
1193,grand avancée,grande avancée,grande avancée | grandes avancées,,6,42.36074417816217
1194,transport public,transport public,transport public | transports publics,,6,43.285648257125715
1195,série b,série b,série B | séries B | Série B,,6,42.36074417816217
1196,option souscrire,options souscrites,options souscrites,,6,42.36074417816217
1197,information important,information importante,information importante | informations importantes,,6,42.36074417816217
1198,arme létau,armes létaux,armes létaux,,6,42.36074417816217
1199,statistique traditionnel,statistique traditionnelle,statistique traditionnelle | statistiques traditionnelles,,6,42.36074417816217
1200,informatique américain,informatique américain,informatique américain,,6,56.480992237549565
1201,informatique capable,informatique capable,informatiques capables | informatique capable,,6,42.36074417816217
1202,compétition mondial,compétition mondiale,compétition mondiale | compétitions mondiales,,6,42.36074417816217
1203,développement technologique,développement technologique,développement technologique | développements technologiques,,6,43.285648257125715
1204,propre produit,propre produit,propres produits | propre produit,,6,49.42086820785587
1205,facteur environnemental,facteur environnemental,facteur environnemental | facteurs environnementaux,,6,42.36074417816217
1206,cabinet médical,cabinet médical,cabinets médicaux | cabinet médical,,6,43.285648257125715
1207,facteur humain,facteur humain,facteur humain | facteurs humains,,6,42.36074417816217
1208,manipulation génétique,manipulation génétique,manipulations génétiques | manipulation génétique,,6,49.42086820785587
1209,puissance technologique,puissance technologique,puissance technologique,,6,42.36074417816217
1210,chômage technologique,chômage technologique,chômage technologique,,6,42.36074417816217
1211,règle européen,règles européennes,règles européennes,,6,42.36074417816217
1212,facture énergétique,facture énergétique,facture énergétique | factures énergétiques,,6,49.42086820785587
1213,cadre législatif,cadre législatif,cadre législatif,,6,42.36074417816217
1214,ordinateur portable,ordinateur portable,ordinateur portable | ordinateurs portables,,6,43.285648257125715
1215,condition humain,condition humaine,condition humaine,,6,70.60124029693695
1216,méthode traditionnel,méthode traditionnelle,méthodes traditionnelles | méthode traditionnelle,,6,42.36074417816217
1217,étape clé,étape clé,étape clé | étapes clés,,6,42.36074417816217
1218,boucle fermé,boucle fermée,boucle fermée,,6,77.66136432663065
1219,conscience humain,conscience humaine,conscience humaine,,6,42.36074417816217
1220,york university,york university,York University,,6,42.36074417816217
1221,ecole normal,ecole normale,Ecole normale,,6,42.36074417816217
1222,fin juillet,fin juillet,fin juillet | Fin juillet,,6,42.36074417816217
1223,conseil scientifique,conseil scientifique,conseil scientifique | conseils scientifiques,,6,42.36074417816217
1224,maladie mental,maladie mentale,maladies mentales | maladie mentale,,6,50.499922966646665
1225,raymond kurzweil,raymond kurzweil,Raymond Kurzweil,,6,49.42086820785587
1226,équipe métier,équipes métier,équipes métiers | équipes métier,,6,43.28564825712572
1227,donnée existant,données existantes,données existantes,,6,42.36074417816217
1228,olivier clatz,olivier clatz,Olivier Clatz,,6,49.42086820785587
1229,apparence humain,apparence humaine,apparence humaine,,6,56.480992237549565
1230,maladie cardiovasculaire,maladie cardiovasculaire,maladies cardiovasculaires | maladie cardiovasculaire,,6,43.285648257125715
1231,maladie cardiaque,maladie cardiaque,maladie cardiaque | maladies cardiaques,,6,70.60124029693695
1232,solution saas,solution saas,solution SaaS | solution Saas | solutions SaaS,,6,42.36074417816217
1233,langue français,langue française,langue française | Langue française,,6,43.285648257125715
1234,voiture intelligent,voiture intelligente,voiture intelligente | voitures intelligentes,,6,42.36074417816217
1235,rôle essentiel,rôle essentiel,rôle essentiel | rôles essentiels,,6,49.42086820785587
1236,investissement massif,investissements massifs,investissements massifs,,6,42.36074417816217
1237,travailleur indépendant,travailleurs indépendants,travailleurs indépendants,,6,49.42086820785587
1238,rôle central,rôle central,rôle central,,6,42.36074417816217
1239,voix haut,voix haute,voix haute,,6,42.36074417816217
1240,petit équipe,petite équipe,petite équipe,,6,42.36074417816217
1241,milieu urbain,milieu urbain,milieu urbain,,6,49.42086820785587
1242,britannique deepmind,britannique deepmind,britannique DeepMind,,6,42.36074417816217
1243,petit taille,petite taille,petite taille | petites tailles,,6,42.36074417816217
1244,petit sélection,petite sélection,petite sélection,,6,42.36074417816217
1245,stade précoce,stade précoce,stades précoces | stade précoce,,6,63.54111626724326
1246,équipe international,équipe internationale,équipe internationale | équipes internationales,,6,42.36074417816217
1247,information disponible,information disponible,informations disponibles | information disponible,,6,42.36074417816217
1248,voix synthétique,voix synthétique,voix synthétique | voix synthétiques,,6,49.42086820785587
1249,information fiable,information fiable,informations fiables | information fiable,,6,42.36074417816217
1250,cadre réglementaire,cadre réglementaire,cadre réglementaire | cadres réglementaires,,6,42.36074417816217
1251,nicole buyse,nicole buyse,Nicole Buyse,,6,42.36074417816217
1252,bon élève,bon élève,bons élèves | bon élève,,6,42.36074417816217
1253,fonds propre,fonds propres,fonds propres,,6,56.480992237549565
1254,grand figure,grande figure,grandes figures | grande figure,,6,42.36074417816217
1255,mobilité interne,mobilité interne,mobilité interne | mobilités internes,,6,49.42086820785587
1256,jeune ingénieur,jeune ingénieur,jeune ingénieur | jeunes ingénieurs,,6,42.36074417816217
1257,page web,page web,page web | page Web | pages web,,6,49.42086820785587
1258,réponse immédiat,réponses immédiates,réponses immédiates | réponse immédiate | Réponses immédiates,,6,43.285648257125715
1259,récent rapport,récent rapport,récent rapport,,6,49.42086820785587
1260,déploiement commercial,déploiement commercial,déploiement commercial,,6,49.42086820785587
1261,capitalisation boursier,capitalisation boursière,capitalisation boursière | capitalisations boursières,,6,49.42086820785587
1262,réponse pertinent,réponse pertinente,réponses pertinentes | réponse pertinente,,6,42.36074417816217
1263,réponse rapide,réponse rapide,réponse rapide | réponses rapides,,6,42.36074417816217
1264,accès libre,accès libre,accès libre,,6,42.36074417816217
1265,grand établissement,grands établissements,grands établissements,,6,42.36074417816217
1266,jeune génération,jeune génération,jeune génération | jeunes générations,,6,49.42086820785587
1267,grand enjeu,grand enjeu,grands enjeux | grand enjeu,,6,49.42086820785587
1268,outil puissant,outil puissant,outil puissant,,6,42.36074417816217
1269,grand temps,grand temps,grand temps,,6,42.36074417816217
1270,interface utilisateur,interface utilisateur,interface utilisateur | interfaces utilisateurs,,6,42.36074417816217
1271,monde industriel,monde industriel,monde industriel | mondes industriel,,6,42.36074417816217
1272,interface vocal,interface vocale,interface vocale | interfaces vocales,,6,57.71419767616763
1273,système immunitaire,système immunitaire,système immunitaire,,6,70.60124029693695
1274,grand succès,grand succès,grand succès | grands succès,,6,42.36074417816217
1275,joaquin phoenix,joaquin phoenix,Joaquin Phoenix,,6,70.60124029693695
1276,neuronal convolutif,neuronaux convolutifs,neuronaux convolutifs,,6,42.36074417816217
1277,neuronal artificiel,neuronal artificiel,neuronal artificiel | neuronaux artificiels,,6,42.36074417816217
1278,monde extérieur,monde extérieur,monde extérieur,,6,42.36074417816217
1279,clermont volcans,clermont volcans,Clermont Volcans,,6,42.36074417816217
1280,précédent article,précédent article,précédent Article | précédent article,,6,42.36074417816217
1281,début décembre,début décembre,début décembre | Début décembre,,6,49.42086820785587
1282,clermont métropole,clermont métropole,Clermont Métropole,,6,42.36074417816217
1283,national informatique,nationale informatique,nationale informatique,,6,42.36074417816217
1284,système éducatif,système éducatif,systèmes éducatifs | système éducatif,,6,42.36074417816217
1285,faux négatif,faux négatif,faux négatifs | faux négatif,,6,49.42086820785587
1286,insuffisance cardiaque,insuffisance cardiaque,insuffisance cardiaque,,6,70.60124029693695
1287,xi jinping,xi jinping,Xi Jinping,,6,63.54111626724326
